Var1,op,Var2,Result
19,m,8,152.0
13,m,5,65.0
15,d,4,3.75
1,s,6,-5.0
1,s,7,-6.0
1,m,15,15.0
5,d,14,0.35714285714285715
3,p,15,18.0
14,d,11,1.2727272727272727
14,p,15,29.0
4,m,3,12.0
2,m,6,12.0
5,m,5,25.0
18,s,18,0.0
18,s,0,18.0
13,s,2,11.0
15,m,3,45.0
0,p,9,9.0
12,p,11,23.0
10,p,4,14.0
2,d,14,0.14285714285714285
14,m,20,280.0
19,m,0,0.0
1,d,20,0.05
10,s,18,-8.0
6,m,1,6.0
10,p,1,11.0
17,d,19,0.8947368421052632
2,m,12,24.0
5,d,7,0.7142857142857143
2,s,0,2.0
5,d,12,0.4166666666666667
9,s,20,-11.0
3,d,9,0.3333333333333333
13,s,9,4.0
11,m,3,33.0
16,d,6,2.6666666666666665
14,d,12,1.1666666666666667
8,d,18,0.4444444444444444
2,m,13,26.0
19,d,5,3.8
20,p,13,33.0
1,m,16,16.0
14,s,7,7.0
15,p,16,31.0
9,d,14,0.6428571428571429
2,m,15,30.0
4,m,4,16.0
7,d,16,0.4375
9,p,18,27.0
17,p,2,19.0
16,d,3,5.333333333333333
13,d,3,4.333333333333333
18,m,8,144.0
8,p,18,26.0
16,p,0,16.0
14,s,5,9.0
12,p,1,13.0
13,m,9,117.0
18,d,14,1.2857142857142858
19,m,8,152.0
5,s,6,-1.0
2,m,19,38.0
3,p,13,16.0
0,p,12,12.0
0,d,5,0.0
14,d,12,1.1666666666666667
9,m,19,171.0
12,p,9,21.0
4,p,4,8.0
6,p,3,9.0
6,s,0,6.0
15,s,20,-5.0
20,d,7,2.857142857142857
20,s,17,3.0
2,d,9,0.2222222222222222
4,d,15,0.26666666666666666
0,s,3,-3.0
4,d,14,0.2857142857142857
15,d,0,0.0
18,s,7,11.0
9,d,18,0.5
1,p,10,11.0
3,d,20,0.15
13,m,15,195.0
1,d,15,0.06666666666666667
15,d,16,0.9375
7,p,1,8.0
13,m,18,234.0
17,m,2,34.0
20,d,13,1.5384615384615385
3,m,15,45.0
14,p,13,27.0
5,s,9,-4.0
15,d,11,1.3636363636363635
7,s,16,-9.0
18,d,10,1.8
4,d,9,0.4444444444444444
13,m,20,260.0
15,s,5,10.0
9,d,2,4.5
4,s,5,-1.0
5,d,19,0.2631578947368421
3,d,13,0.23076923076923078
9,s,7,2.0
17,p,1,18.0
11,m,8,88.0
5,p,5,10.0
2,d,10,0.2
3,s,19,-16.0
3,s,17,-14.0
15,m,8,120.0
11,m,1,11.0
4,p,16,20.0
1,d,14,0.07142857142857142
3,p,3,6.0
17,p,1,18.0
5,p,20,25.0
6,s,11,-5.0
9,d,14,0.6428571428571429
3,m,4,12.0
10,p,4,14.0
6,d,14,0.42857142857142855
0,d,7,0.0
10,s,9,1.0
2,m,8,16.0
13,s,11,2.0
4,d,16,0.25
7,d,4,1.75
13,d,13,1.0
16,p,11,27.0
14,p,4,18.0
16,p,2,18.0
10,d,10,1.0
5,p,13,18.0
12,s,1,11.0
18,m,1,18.0
13,m,12,156.0
10,p,11,21.0
8,s,16,-8.0
12,s,14,-2.0
17,d,19,0.8947368421052632
11,d,20,0.55
6,p,9,15.0
1,m,17,17.0
12,m,4,48.0
6,m,2,12.0
16,s,10,6.0
0,m,0,0.0
7,d,9,0.7777777777777778
16,p,3,19.0
11,m,8,88.0
3,p,1,4.0
14,p,9,23.0
14,s,10,4.0
18,s,18,0.0
11,m,9,99.0
18,d,4,4.5
16,p,7,23.0
10,s,16,-6.0
11,p,14,25.0
4,d,13,0.3076923076923077
2,p,2,4.0
13,d,4,3.25
6,p,14,20.0
11,d,16,0.6875
18,d,17,1.0588235294117647
8,d,18,0.4444444444444444
20,d,13,1.5384615384615385
15,s,13,2.0
4,s,16,-12.0
15,s,14,1.0
16,p,16,32.0
6,d,14,0.42857142857142855
1,m,5,5.0
3,d,19,0.15789473684210525
3,m,3,9.0
18,p,9,27.0
16,p,4,20.0
11,m,9,99.0
9,d,9,1.0
0,s,4,-4.0
18,p,13,31.0
9,s,9,0.0
5,p,15,20.0
3,m,17,51.0
2,d,1,2.0
15,m,18,270.0
18,m,14,252.0
12,s,15,-3.0
4,d,16,0.25
14,s,14,0.0
10,d,2,5.0
12,d,7,1.7142857142857142
10,p,17,27.0
14,p,8,22.0
5,m,0,0.0
17,p,20,37.0
20,p,17,37.0
6,p,19,25.0
18,s,16,2.0
15,p,16,31.0
3,s,17,-14.0
0,s,8,-8.0
7,d,18,0.3888888888888889
2,m,17,34.0
12,p,18,30.0
15,m,0,0.0
13,d,5,2.6
0,m,16,0.0
12,p,8,20.0
3,s,3,0.0
9,s,4,5.0
8,s,2,6.0
9,s,13,-4.0
1,m,19,19.0
5,p,0,5.0
9,p,12,21.0
10,d,4,2.5
10,d,8,1.25
3,s,1,2.0
7,s,19,-12.0
15,d,16,0.9375
3,p,8,11.0
10,d,14,0.7142857142857143
2,p,15,17.0
13,s,20,-7.0
0,p,8,8.0
7,s,17,-10.0
9,d,18,0.5
14,s,2,12.0
4,s,11,-7.0
7,d,17,0.4117647058823529
17,p,14,31.0
0,m,14,0.0
20,p,5,25.0
1,m,15,15.0
19,d,8,2.375
11,s,20,-9.0
18,m,16,288.0
1,p,5,6.0
9,d,2,4.5
3,m,4,12.0
13,m,6,78.0
10,m,20,200.0
14,s,8,6.0
10,s,10,0.0
14,m,19,266.0
0,p,4,4.0
19,p,15,34.0
0,d,5,0.0
17,d,15,1.1333333333333333
17,p,2,19.0
17,d,0,0.0
3,d,11,0.2727272727272727
19,d,11,1.7272727272727273
5,p,0,5.0
14,s,11,3.0
14,s,0,14.0
0,m,8,0.0
6,m,2,12.0
7,d,7,1.0
11,m,1,11.0
15,s,19,-4.0
0,d,6,0.0
3,d,8,0.375
5,s,17,-12.0
18,s,19,-1.0
2,s,18,-16.0
2,m,4,8.0
18,m,7,126.0
6,m,0,0.0
17,p,14,31.0
13,p,20,33.0
10,d,13,0.7692307692307693
8,d,3,2.6666666666666665
15,p,11,26.0
7,m,1,7.0
13,d,17,0.7647058823529411
10,d,0,0.0
6,p,10,16.0
18,s,0,18.0
13,s,2,11.0
6,m,5,30.0
9,p,2,11.0
0,d,15,0.0
0,m,18,0.0
8,p,7,15.0
15,m,7,105.0
1,s,10,-9.0
2,d,19,0.10526315789473684
3,d,20,0.15
18,p,3,21.0
1,d,1,1.0
10,s,2,8.0
1,p,14,15.0
9,d,19,0.47368421052631576
2,p,3,5.0
17,m,1,17.0
12,p,12,24.0
19,s,13,6.0
19,p,19,38.0
14,d,12,1.1666666666666667
13,p,19,32.0
10,p,20,30.0
14,m,16,224.0
18,p,6,24.0
3,p,0,3.0
18,s,6,12.0
20,m,16,320.0
11,d,13,0.8461538461538461
19,s,14,5.0
7,p,4,11.0
1,m,4,4.0
18,m,13,234.0
9,s,18,-9.0
4,m,15,60.0
19,m,10,190.0
11,s,0,11.0
1,p,7,8.0
13,s,11,2.0
6,s,20,-14.0
2,s,10,-8.0
15,m,14,210.0
18,m,18,324.0
19,d,9,2.111111111111111
10,p,5,15.0
14,d,1,14.0
7,s,0,7.0
7,s,14,-7.0
7,m,15,105.0
12,d,6,2.0
5,m,0,0.0
0,m,2,0.0
0,p,17,17.0
4,d,9,0.4444444444444444
6,m,20,120.0
1,s,0,1.0
6,s,9,-3.0
7,s,8,-1.0
10,s,17,-7.0
5,p,6,11.0
5,p,8,13.0
0,d,4,0.0
20,m,3,60.0
6,d,9,0.6666666666666666
7,m,11,77.0
5,d,16,0.3125
2,s,3,-1.0
4,s,6,-2.0
17,m,12,204.0
10,d,19,0.5263157894736842
20,p,7,27.0
19,s,18,1.0
17,s,9,8.0
10,p,7,17.0
20,s,8,12.0
16,d,18,0.8888888888888888
6,d,2,3.0
19,s,2,17.0
16,m,12,192.0
15,d,16,0.9375
5,m,10,50.0
16,d,15,1.0666666666666667
15,d,8,1.875
20,p,18,38.0
6,s,7,-1.0
14,d,7,2.0
6,d,9,0.6666666666666666
12,s,18,-6.0
11,p,8,19.0
4,m,2,8.0
14,m,16,224.0
7,p,18,25.0
14,m,16,224.0
13,d,14,0.9285714285714286
13,m,13,169.0
15,m,10,150.0
12,s,0,12.0
14,m,7,98.0
20,m,2,40.0
2,p,9,11.0
8,p,7,15.0
3,m,2,6.0
1,s,17,-16.0
10,m,6,60.0
8,m,9,72.0
6,s,19,-13.0
17,p,8,25.0
9,m,9,81.0
12,p,12,24.0
15,s,20,-5.0
12,s,7,5.0
6,s,15,-9.0
16,d,18,0.8888888888888888
14,p,10,24.0
10,d,6,1.6666666666666667
13,d,6,2.1666666666666665
14,p,17,31.0
11,s,4,7.0
9,d,0,0.0
11,s,10,1.0
13,d,13,1.0
17,m,9,153.0
18,p,0,18.0
4,m,4,16.0
18,d,20,0.9
12,d,6,2.0
2,d,17,0.11764705882352941
6,p,15,21.0
10,d,18,0.5555555555555556
20,p,9,29.0
5,s,3,2.0
1,d,19,0.05263157894736842
0,s,5,-5.0
2,m,12,24.0
6,m,7,42.0
16,d,2,8.0
1,p,11,12.0
5,d,10,0.5
12,p,5,17.0
4,d,17,0.23529411764705882
15,d,2,7.5
6,s,4,2.0
9,d,13,0.6923076923076923
5,m,19,95.0
18,d,6,3.0
8,p,6,14.0
4,p,14,18.0
12,s,19,-7.0
16,d,10,1.6
14,p,14,28.0
2,d,9,0.2222222222222222
11,d,9,1.2222222222222223
19,d,5,3.8
7,d,5,1.4
14,s,12,2.0
18,d,3,6.0
1,s,7,-6.0
8,m,20,160.0
2,d,6,0.3333333333333333
13,p,17,30.0
11,p,2,13.0
16,d,10,1.6
14,m,5,70.0
6,p,16,22.0
14,p,0,14.0
20,d,14,1.4285714285714286
10,s,12,-2.0
12,p,1,13.0
8,s,3,5.0
10,d,14,0.7142857142857143
14,p,2,16.0
17,d,7,2.4285714285714284
4,m,15,60.0
5,p,5,10.0
19,s,3,16.0
9,d,3,3.0
5,p,2,7.0
8,d,4,2.0
11,s,5,6.0
1,s,17,-16.0
14,p,1,15.0
12,d,9,1.3333333333333333
1,p,19,20.0
1,s,12,-11.0
7,s,11,-4.0
6,p,2,8.0
13,p,0,13.0
10,p,6,16.0
7,s,3,4.0
5,d,1,5.0
16,m,3,48.0
10,s,17,-7.0
19,d,6,3.1666666666666665
13,s,3,10.0
6,m,3,18.0
10,p,5,15.0
12,m,20,240.0
0,s,12,-12.0
14,p,7,21.0
8,m,20,160.0
1,s,2,-1.0
13,d,9,1.4444444444444444
3,s,17,-14.0
8,m,3,24.0
20,s,12,8.0
10,m,5,50.0
15,m,2,30.0
0,d,19,0.0
12,s,16,-4.0
16,p,18,34.0
7,p,0,7.0
9,d,7,1.2857142857142858
7,p,19,26.0
1,m,4,4.0
15,s,9,6.0
4,s,12,-8.0
20,s,1,19.0
19,m,14,266.0
4,m,8,32.0
20,d,1,20.0
20,p,9,29.0
7,m,10,70.0
7,p,6,13.0
7,d,7,1.0
16,s,10,6.0
14,p,20,34.0
2,p,15,17.0
6,s,1,5.0
6,p,4,10.0
5,s,18,-13.0
7,p,16,23.0
13,m,14,182.0
5,s,6,-1.0
13,s,5,8.0
9,d,9,1.0
20,m,6,120.0
15,m,2,30.0
12,s,12,0.0
15,d,14,1.0714285714285714
16,d,19,0.8421052631578947
4,p,15,19.0
12,p,13,25.0
9,s,19,-10.0
17,m,5,85.0
12,m,14,168.0
14,d,9,1.5555555555555556
17,d,19,0.8947368421052632
2,s,10,-8.0
15,s,6,9.0
6,p,0,6.0
16,d,11,1.4545454545454546
12,d,13,0.9230769230769231
11,d,12,0.9166666666666666
9,p,20,29.0
13,p,1,14.0
12,s,18,-6.0
6,m,13,78.0
11,d,16,0.6875
20,p,11,31.0
20,d,12,1.6666666666666667
7,d,7,1.0
1,p,11,12.0
20,m,4,80.0
19,s,14,5.0
8,s,7,1.0
0,p,3,3.0
20,d,12,1.6666666666666667
18,s,2,16.0
13,d,5,2.6
8,d,9,0.8888888888888888
18,d,9,2.0
2,m,3,6.0
4,s,8,-4.0
12,p,9,21.0
5,p,15,20.0
3,d,2,1.5
16,m,13,208.0
13,s,5,8.0
11,s,5,6.0
6,s,15,-9.0
16,d,3,5.333333333333333
18,s,6,12.0
6,s,1,5.0
6,d,8,0.75
14,p,20,34.0
20,p,5,25.0
9,d,2,4.5
3,p,8,11.0
10,s,0,10.0
15,p,15,30.0
0,m,1,0.0
0,p,18,18.0
3,p,6,9.0
12,m,19,228.0
15,m,15,225.0
19,m,13,247.0
11,m,10,110.0
7,d,11,0.6363636363636364
12,p,19,31.0
11,p,10,21.0
0,d,14,0.0
4,p,0,4.0
16,s,8,8.0
11,d,14,0.7857142857142857
16,s,13,3.0
0,m,20,0.0
0,m,20,0.0
1,d,10,0.1
7,d,19,0.3684210526315789
12,p,19,31.0
11,d,13,0.8461538461538461
3,m,12,36.0
19,s,6,13.0
16,p,18,34.0
4,p,15,19.0
9,d,17,0.5294117647058824
5,p,14,19.0
15,s,17,-2.0
7,s,6,1.0
2,d,3,0.6666666666666666
0,m,5,0.0
12,s,8,4.0
8,p,15,23.0
4,d,17,0.23529411764705882
2,s,10,-8.0
18,p,19,37.0
20,d,10,2.0
12,d,20,0.6
7,m,7,49.0
3,p,9,12.0
3,m,2,6.0
18,p,6,24.0
18,s,11,7.0
10,p,12,22.0
9,s,1,8.0
12,m,13,156.0
11,s,4,7.0
3,p,12,15.0
17,m,14,238.0
4,s,9,-5.0
15,s,14,1.0
19,s,9,10.0
1,m,19,19.0
9,p,16,25.0
8,d,18,0.4444444444444444
20,d,6,3.3333333333333335
9,p,12,21.0
10,s,4,6.0
7,s,1,6.0
15,m,12,180.0
5,d,0,0.0
10,d,13,0.7692307692307693
11,d,12,0.9166666666666666
2,m,16,32.0
9,d,6,1.5
3,m,4,12.0
18,m,1,18.0
14,s,20,-6.0
18,d,4,4.5
15,s,9,6.0
6,s,6,0.0
20,m,0,0.0
18,s,3,15.0
12,s,13,-1.0
1,m,3,3.0
15,p,5,20.0
3,m,16,48.0
18,s,13,5.0
20,s,12,8.0
1,s,3,-2.0
12,m,15,180.0
19,d,5,3.8
2,d,14,0.14285714285714285
8,d,20,0.4
11,p,0,11.0
3,p,2,5.0
15,s,20,-5.0
0,d,18,0.0
8,s,3,5.0
12,d,15,0.8
9,s,18,-9.0
3,p,10,13.0
17,d,5,3.4
0,d,12,0.0
2,p,16,18.0
6,s,3,3.0
19,p,5,24.0
17,m,14,238.0
3,s,1,2.0
18,s,6,12.0
2,m,17,34.0
1,p,2,3.0
16,m,9,144.0
17,d,5,3.4
0,m,7,0.0
1,m,16,16.0
17,s,14,3.0
18,m,15,270.0
16,s,11,5.0
3,s,1,2.0
1,s,6,-5.0
9,s,6,3.0
19,s,17,2.0
18,m,11,198.0
4,d,19,0.21052631578947367
2,m,17,34.0
8,s,12,-4.0
12,p,14,26.0
8,s,13,-5.0
17,p,6,23.0
20,s,8,12.0
11,s,18,-7.0
13,m,4,52.0
13,p,12,25.0
19,p,7,26.0
8,p,3,11.0
17,p,13,30.0
10,p,20,30.0
11,m,10,110.0
4,m,7,28.0
0,d,3,0.0
7,p,12,19.0
3,m,5,15.0
18,p,15,33.0
16,m,11,176.0
17,p,8,25.0
1,m,5,5.0
12,m,5,60.0
17,d,17,1.0
15,s,18,-3.0
8,s,0,8.0
4,d,4,1.0
18,p,8,26.0
20,s,11,9.0
19,d,13,1.4615384615384615
5,m,14,70.0
14,m,16,224.0
8,s,13,-5.0
9,p,20,29.0
9,m,13,117.0
2,p,20,22.0
2,p,7,9.0
5,p,18,23.0
2,d,9,0.2222222222222222
0,s,13,-13.0
15,p,15,30.0
12,s,0,12.0
0,m,13,0.0
7,p,16,23.0
19,s,14,5.0
16,s,7,9.0
2,s,11,-9.0
16,p,11,27.0
13,d,15,0.8666666666666667
5,p,11,16.0
10,p,7,17.0
9,d,9,1.0
9,s,8,1.0
0,d,20,0.0
6,p,9,15.0
14,d,19,0.7368421052631579
1,p,11,12.0
19,m,14,266.0
9,p,11,20.0
0,s,11,-11.0
12,p,11,23.0
3,d,13,0.23076923076923078
6,s,2,4.0
13,d,3,4.333333333333333
0,m,4,0.0
7,d,15,0.4666666666666667
11,m,9,99.0
13,m,5,65.0
3,d,14,0.21428571428571427
5,m,4,20.0
13,m,0,0.0
6,s,3,3.0
9,s,1,8.0
12,m,13,156.0
1,s,5,-4.0
15,p,8,23.0
13,d,15,0.8666666666666667
4,d,10,0.4
16,s,12,4.0
3,p,3,6.0
4,m,4,16.0
16,s,0,16.0
1,d,10,0.1
19,d,0,0.0
15,m,9,135.0
15,d,2,7.5
7,s,19,-12.0
16,s,5,11.0
8,m,3,24.0
7,s,13,-6.0
15,s,3,12.0
6,s,18,-12.0
7,s,3,4.0
12,m,1,12.0
6,d,4,1.5
0,s,19,-19.0
2,d,1,2.0
13,m,16,208.0
20,s,7,13.0
10,d,13,0.7692307692307693
1,d,16,0.0625
20,m,1,20.0
3,m,8,24.0
8,d,11,0.7272727272727273
7,p,10,17.0
5,p,1,6.0
1,s,10,-9.0
9,m,15,135.0
19,d,3,6.333333333333333
5,d,8,0.625
11,m,10,110.0
3,p,3,6.0
17,m,4,68.0
11,m,11,121.0
7,m,20,140.0
6,d,18,0.3333333333333333
2,s,3,-1.0
20,p,19,39.0
1,s,18,-17.0
6,p,14,20.0
2,m,17,34.0
9,s,15,-6.0
17,p,4,21.0
4,d,6,0.6666666666666666
17,m,8,136.0
11,p,14,25.0
13,d,2,6.5
13,p,16,29.0
5,m,19,95.0
4,p,9,13.0
18,s,1,17.0
12,p,15,27.0
5,d,14,0.35714285714285715
17,d,12,1.4166666666666667
19,s,8,11.0
5,s,0,5.0
18,p,6,24.0
16,m,14,224.0
9,m,7,63.0
8,p,17,25.0
5,p,7,12.0
17,m,7,119.0
1,s,20,-19.0
8,m,4,32.0
1,s,20,-19.0
6,p,17,23.0
0,m,20,0.0
20,m,19,380.0
10,m,2,20.0
4,m,13,52.0
10,p,1,11.0
11,m,7,77.0
5,p,8,13.0
17,p,18,35.0
12,m,20,240.0
20,s,20,0.0
14,m,7,98.0
8,d,6,1.3333333333333333
4,s,14,-10.0
13,s,11,2.0
15,d,2,7.5
5,s,14,-9.0
5,d,6,0.8333333333333334
5,m,20,100.0
0,s,9,-9.0
5,s,12,-7.0
2,p,4,6.0
13,d,7,1.8571428571428572
20,p,12,32.0
16,p,4,20.0
19,d,3,6.333333333333333
12,p,0,12.0
0,p,20,20.0
4,p,7,11.0
8,p,4,12.0
0,m,3,0.0
2,s,6,-4.0
15,d,18,0.8333333333333334
5,m,9,45.0
15,s,4,11.0
1,m,17,17.0
20,p,17,37.0
0,p,1,1.0
17,p,9,26.0
16,s,13,3.0
0,p,7,7.0
7,d,13,0.5384615384615384
4,m,11,44.0
7,p,12,19.0
15,p,5,20.0
7,m,3,21.0
11,m,2,22.0
3,p,11,14.0
1,s,19,-18.0
5,m,13,65.0
19,d,5,3.8
4,m,9,36.0
11,m,3,33.0
15,m,11,165.0
2,s,0,2.0
20,m,4,80.0
4,d,12,0.3333333333333333
15,p,2,17.0
18,m,13,234.0
4,m,2,8.0
4,d,5,0.8
11,d,10,1.1
13,d,15,0.8666666666666667
19,m,20,380.0
4,s,20,-16.0
12,d,13,0.9230769230769231
17,d,17,1.0
17,s,17,0.0
12,d,2,6.0
16,s,18,-2.0
2,m,7,14.0
0,p,6,6.0
11,d,17,0.6470588235294118
4,p,3,7.0
11,s,11,0.0
9,s,14,-5.0
17,s,13,4.0
6,p,7,13.0
4,s,3,1.0
12,d,0,0.0
11,p,1,12.0
18,d,2,9.0
19,p,5,24.0
4,s,11,-7.0
2,p,7,9.0
0,d,18,0.0
4,d,5,0.8
4,m,16,64.0
15,m,13,195.0
14,p,20,34.0
9,s,3,6.0
1,p,20,21.0
19,s,5,14.0
0,d,12,0.0
14,m,17,238.0
18,m,16,288.0
7,s,13,-6.0
8,d,2,4.0
4,d,6,0.6666666666666666
19,s,1,18.0
12,p,5,17.0
14,m,15,210.0
20,d,20,1.0
12,p,5,17.0
11,d,20,0.55
6,p,8,14.0
3,m,2,6.0
19,p,10,29.0
7,s,9,-2.0
17,p,3,20.0
6,p,19,25.0
9,s,6,3.0
20,s,1,19.0
8,p,2,10.0
18,p,15,33.0
1,p,10,11.0
9,m,0,0.0
9,s,12,-3.0
10,m,12,120.0
4,m,3,12.0
13,p,16,29.0
16,p,4,20.0
18,d,12,1.5
18,m,1,18.0
5,d,4,1.25
2,p,20,22.0
7,s,6,1.0
5,m,16,80.0
14,m,4,56.0
9,d,11,0.8181818181818182
1,s,12,-11.0
6,p,19,25.0
4,d,18,0.2222222222222222
3,s,0,3.0
9,p,17,26.0
15,d,3,5.0
10,m,5,50.0
5,m,2,10.0
18,m,11,198.0
2,s,2,0.0
14,d,8,1.75
8,s,14,-6.0
3,d,18,0.16666666666666666
1,m,11,11.0
12,s,13,-1.0
14,m,11,154.0
11,d,2,5.5
16,m,14,224.0
1,p,19,20.0
7,p,17,24.0
4,m,3,12.0
12,d,5,2.4
2,d,7,0.2857142857142857
14,m,2,28.0
14,d,14,1.0
3,s,2,1.0
3,d,12,0.25
6,m,12,72.0
2,m,10,20.0
19,s,15,4.0
15,m,3,45.0
14,s,1,13.0
15,s,4,11.0
10,p,18,28.0
19,p,12,31.0
11,d,13,0.8461538461538461
6,s,1,5.0
0,m,13,0.0
8,s,20,-12.0
2,p,4,6.0
8,p,12,20.0
9,d,14,0.6428571428571429
16,m,6,96.0
5,p,1,6.0
13,m,10,130.0
5,m,6,30.0
13,d,15,0.8666666666666667
17,d,5,3.4
11,d,18,0.6111111111111112
0,s,17,-17.0
2,s,18,-16.0
10,p,10,20.0
4,s,14,-10.0
15,p,10,25.0
13,p,8,21.0
14,d,4,3.5
20,p,18,38.0
1,s,6,-5.0
13,s,17,-4.0
19,s,12,7.0
11,s,6,5.0
18,m,0,0.0
11,m,0,0.0
9,p,16,25.0
15,d,20,0.75
13,m,13,169.0
11,d,17,0.6470588235294118
16,p,10,26.0
5,d,14,0.35714285714285715
11,s,5,6.0
17,d,13,1.3076923076923077
9,m,13,117.0
19,p,3,22.0
3,p,2,5.0
19,p,13,32.0
15,p,19,34.0
20,p,14,34.0
9,s,13,-4.0
7,d,14,0.5
3,d,6,0.5
3,d,11,0.2727272727272727
13,d,20,0.65
0,s,11,-11.0
16,m,9,144.0
8,d,9,0.8888888888888888
7,d,0,0.0
1,p,0,1.0
4,m,11,44.0
10,d,5,2.0
7,d,17,0.4117647058823529
6,d,19,0.3157894736842105
1,d,18,0.05555555555555555
4,d,20,0.2
5,m,12,60.0
16,d,5,3.2
7,s,3,4.0
16,d,3,5.333333333333333
20,s,8,12.0
10,p,6,16.0
2,d,0,0.0
0,s,20,-20.0
0,p,19,19.0
18,p,12,30.0
4,m,14,56.0
5,s,7,-2.0
9,s,6,3.0
12,p,8,20.0
8,s,2,6.0
20,p,0,20.0
3,p,14,17.0
3,m,4,12.0
8,p,5,13.0
2,m,15,30.0
6,p,12,18.0
15,d,0,0.0
2,p,15,17.0
6,d,13,0.46153846153846156
10,d,20,0.5
5,m,5,25.0
0,p,5,5.0
3,m,10,30.0
15,p,19,34.0
5,m,16,80.0
3,p,6,9.0
17,s,0,17.0
6,p,11,17.0
6,m,0,0.0
4,p,7,11.0
4,m,8,32.0
15,p,6,21.0
11,m,17,187.0
14,d,15,0.9333333333333333
16,s,12,4.0
8,s,5,3.0
8,p,12,20.0
18,m,18,324.0
5,d,6,0.8333333333333334
13,d,14,0.9285714285714286
19,m,8,152.0
19,d,3,6.333333333333333
13,m,6,78.0
11,p,20,31.0
14,p,5,19.0
16,d,8,2.0
9,m,19,171.0
12,p,0,12.0
5,d,10,0.5
5,s,11,-6.0
2,m,6,12.0
11,m,4,44.0
3,m,0,0.0
0,s,10,-10.0
14,m,18,252.0
7,p,17,24.0
12,s,9,3.0
16,p,6,22.0
17,p,8,25.0
18,d,20,0.9
13,m,10,130.0
6,p,6,12.0
15,p,15,30.0
8,p,13,21.0
3,s,14,-11.0
19,d,10,1.9
7,p,18,25.0
9,p,0,9.0
14,s,9,5.0
12,p,1,13.0
10,p,20,30.0
2,p,15,17.0
13,m,9,117.0
10,d,11,0.9090909090909091
2,m,17,34.0
15,p,19,34.0
12,d,9,1.3333333333333333
15,p,20,35.0
11,p,19,30.0
0,p,7,7.0
0,p,4,4.0
10,s,13,-3.0
5,s,2,3.0
11,p,17,28.0
1,p,8,9.0
3,m,1,3.0
2,m,8,16.0
19,m,12,228.0
5,d,4,1.25
3,m,4,12.0
4,d,18,0.2222222222222222
20,p,14,34.0
16,s,16,0.0
18,d,15,1.2
8,d,10,0.8
7,m,2,14.0
9,m,2,18.0
17,s,7,10.0
2,d,2,1.0
1,p,6,7.0
6,d,14,0.42857142857142855
6,p,15,21.0
10,m,6,60.0
9,s,14,-5.0
16,s,3,13.0
7,d,11,0.6363636363636364
14,s,19,-5.0
12,p,6,18.0
8,s,13,-5.0
9,p,18,27.0
4,p,14,18.0
3,p,7,10.0
14,m,5,70.0
0,d,15,0.0
11,p,8,19.0
17,m,2,34.0
13,s,6,7.0
12,d,16,0.75
16,p,10,26.0
14,m,8,112.0
3,d,1,3.0
13,m,6,78.0
6,s,12,-6.0
19,d,8,2.375
16,p,13,29.0
1,s,20,-19.0
3,p,7,10.0
1,m,1,1.0
7,p,2,9.0
8,d,7,1.1428571428571428
12,p,12,24.0
7,d,8,0.875
6,s,5,1.0
11,m,20,220.0
19,p,9,28.0
3,d,5,0.6
9,s,7,2.0
10,s,2,8.0
5,d,10,0.5
4,d,0,0.0
13,p,10,23.0
5,p,8,13.0
5,m,0,0.0
15,p,18,33.0
15,d,7,2.142857142857143
3,p,1,4.0
18,s,9,9.0
16,s,16,0.0
4,p,3,7.0
9,d,10,0.9
15,m,11,165.0
15,m,8,120.0
14,m,0,0.0
9,d,10,0.9
3,p,8,11.0
4,s,13,-9.0
4,d,11,0.36363636363636365
0,d,7,0.0
11,p,6,17.0
6,p,12,18.0
8,d,20,0.4
16,m,5,80.0
11,d,10,1.1
18,m,13,234.0
9,p,6,15.0
18,m,16,288.0
19,d,3,6.333333333333333
14,m,18,252.0
9,p,3,12.0
15,d,4,3.75
4,m,16,64.0
19,s,17,2.0
9,m,15,135.0
2,p,9,11.0
14,s,1,13.0
9,p,18,27.0
1,m,15,15.0
0,m,13,0.0
0,m,1,0.0
4,m,11,44.0
16,s,17,-1.0
2,s,8,-6.0
6,p,13,19.0
9,p,7,16.0
15,s,11,4.0
20,d,12,1.6666666666666667
12,m,3,36.0
9,m,19,171.0
5,d,18,0.2777777777777778
10,s,18,-8.0
6,s,8,-2.0
13,s,17,-4.0
9,p,9,18.0
9,d,18,0.5
17,d,5,3.4
13,s,3,10.0
16,m,14,224.0
16,d,11,1.4545454545454546
11,d,13,0.8461538461538461
13,d,13,1.0
0,p,17,17.0
13,s,2,11.0
19,s,9,10.0
18,m,16,288.0
4,m,19,76.0
1,s,12,-11.0
12,d,0,0.0
16,p,14,30.0
2,m,1,2.0
20,m,3,60.0
19,m,3,57.0
18,m,15,270.0
1,p,3,4.0
6,s,16,-10.0
17,s,15,2.0
7,s,20,-13.0
9,m,20,180.0
0,s,15,-15.0
3,p,2,5.0
4,p,19,23.0
16,s,3,13.0
6,d,3,2.0
0,d,16,0.0
12,p,1,13.0
9,d,12,0.75
5,m,7,35.0
19,p,14,33.0
13,p,4,17.0
5,s,4,1.0
5,s,16,-11.0
15,m,15,225.0
9,d,3,3.0
11,d,8,1.375
12,d,3,4.0
13,s,13,0.0
0,d,9,0.0
3,d,18,0.16666666666666666
0,m,18,0.0
1,d,20,0.05
1,s,11,-10.0
14,m,14,196.0
0,m,5,0.0
16,s,16,0.0
